,Name,Price,Rating,city,Kilometers,Year_of_Purchase,Owner,Fuel_Type,Transmission,RTO,Insurance,Insurance_Type,Month_of_Purchase
20799, Maruti Vitara Brezza ZDI,830000,5,mumbai,36418,2017,First ,Diesel,MANUAL,RTOMH47,19/8/2021,ZeroDepreciation,August
20800, Volkswagen Vento COMFORTLINE DIESEL,220000,4,mumbai,96070,2010,Second ,Diesel,MANUAL,RTOMH08,23/7/2021,Third_party,November
20801, Maruti Ciaz ZDI+ SHVS,700000,4.4,mumbai,51391,2016,First ,Diesel,MANUAL,RTOMH03,,Expired,August
20802, Datsun Go Plus T,330000,4.1,mumbai,19795,2018,First ,Petrol,MANUAL,RTOMH01,3/11/2021,Third_party,June
20803, Toyota Glanza V CVT,960000,4.9,mumbai,7491,2019,First ,Petrol,,RTOMH48,28/8/2021,ZeroDepreciation,August
20804, Hyundai Creta . E + VTVT,809400,4.4,mumbai,21183,2016,First ,Petrol,MANUAL,RTOMH31,24/9/2021,ZeroDepreciation,July
20805, Maruti Swift LDI BS IV,236000,4.1,mumbai,73710,2010,Second ,Diesel,MANUAL,RTOMH01,31/12/2020,Comprehensive,November
20806, Ssangyong Rexton RX,700000,4.5,mumbai,28531,2013,First ,Diesel,MANUAL,RTOMH04,23/5/2021,Comprehensive,March
20807, Honda Jazz . V AT,525000,4.6,mumbai,75680,2015,First ,Petrol,AUTOMATIC,RTOMH43,5/8/2021,Third_party,October
20808, Maruti Swift Dzire VDI BS IV,392000,4,mumbai,65237,2011,Second ,Diesel,MANUAL,RTOMH46,25/9/2021,Third_party,September
20809, Jeep Compass . LONGITUDE (O),1475000,4.7,mumbai,26236,2017,First ,Diesel,MANUAL,RTOMH03,14/8/2021,Comprehensive,July
20810, Maruti Swift VXI,425000,4.4,mumbai,64860,2016,First ,Petrol,MANUAL,RTOMH03,25/1/2021,ZeroDepreciation,January
20811, Honda City S AT,351000,4,mumbai,98931,2013,Third ,Petrol + CNG,AUTOMATIC,RTOMH02,9/5/2021,Third_party,July
20812, Hyundai Verna FLUIDIC . VTVT CX,600000,4.3,mumbai,24745,2014,First ,Petrol,,RTOMH02,28/6/2021,Comprehensive,May
20813, Hyundai Creta . VTVT SX AUTO,1600000,5,mumbai,2288,2019,First ,Petrol,AUTOMATIC,RTOMH03,22/6/2022,Third_party,May
20814, Maruti Wagon R VXI MINOR,209000,3.8,mumbai,19554,2009,Second ,Petrol,MANUAL,RTOMH04,20/7/2021,Third_party,December
20815, Honda City VX CVT PETROL,1050000,4.8,mumbai,3997,2015,First ,Petrol,AUTOMATIC,RTOMH48,26/11/2020,Third_party,October
20816, Volkswagen Vento HIGHLINE DIESEL,546148,4.3,mumbai,34370,2013,First ,Diesel,MANUAL,RTOMH01,12/9/2020,Third_party,August
20817, Maruti Ciaz ZDI+,625000,4.6,mumbai,82908,2015,First ,Diesel,MANUAL,RTOMH43,25/3/2021,Comprehensive,March
20818, Mahindra Bolero XL  STR,380950,3.8,mumbai,110217,2011,Second ,Diesel,MANUAL,RTOMH04,14/10/2020,Comprehensive,February
20819, Honda Civic .V MT,231000,3.7,mumbai,62356,2010,Second ,Petrol + CNG,MANUAL,RTOMH02,,Expired,March
20820, Skoda Rapid ELEGANCE . TDI MT,385000,4,mumbai,78255,2012,Second ,Diesel,MANUAL,RTOMH02,20/9/2021,Third_party,June
20821, Hyundai i MAGNA O .,350000,4.2,mumbai,83883,2012,Second ,Petrol + CNG,MANUAL,RTOMH48,,Expired,July
20822, Volkswagen Polo COMFORTLINE .L PETROL,292969,3.8,mumbai,36320,2010,First ,Petrol,MANUAL,RTOMH46,12/9/2021,Comprehensive,October
20823, Volkswagen Vento HIGHLINE DIESEL,352000,4.3,mumbai,56674,2012,Second ,Diesel,MANUAL,RTOMH01,,Expired,January
20824, Maruti Zen LX,72000,3.5,mumbai,115262,2001,First ,Petrol,MANUAL,RTOMH02,22/9/2021,Comprehensive,April
20825, Hyundai Creta . SX AT CRDI,1527000,4.1,mumbai,19217,2018,First ,Diesel,,RTOMH02,6/12/2021,Third_party,January
20826, Skoda Fabia ELEGANCE . MPI,200000,4.2,mumbai,78829,2011,Second ,Petrol,MANUAL,RTOMH02,25/4/2021,Third_party,March
20827, Honda Mobilio . S I VTEC,400000,4.2,mumbai,79676,2015,First ,Petrol,MANUAL,RTOMH03,25/4/2021,Third_party,January
20828, Hyundai i MAGNA . VTVT,208000,1,mumbai,20000,2010,Second ,Petrol,MANUAL,RTOMH02,12/1/2021,Third_party,December
20829, Maruti Swift Dzire VXI .,170000,3.8,mumbai,160553,2009,Second ,Petrol + CNG,MANUAL,RTOMH02,1/8/2021,Comprehensive,October
20830, Maruti Alto  LXI CNG,175000,4,mumbai,75627,2013,Second ,Petrol + CNG,MANUAL,RTOMH02,26/7/2021,Comprehensive,June
20831, Mahindra XUV OO . W MT ,741000,4.8,mumbai,4927,2019,First ,Petrol,,RTOMH02,5/9/2022,Third_party,July
20832, Honda City VTEC,200000,4.4,mumbai,14730,2000,Third ,Petrol,MANUAL,RTOMH31,21/10/2021,Third_party,September
20833, Mercedes Benz GLA Class  CGI SPOTRS,1900000,4.8,mumbai,16594,2014,First ,Petrol,,RTOMH02,23/3/2021,Comprehensive,August
20834, Honda City VX MT PETROL,951000,4.8,mumbai,17383,2017,First ,Petrol,MANUAL,RTOMH03,29/3/2021,Comprehensive,March
20835, Hyundai i MAGNA . VTVT,210000,4,mumbai,78954,2009,Second ,Petrol,MANUAL,RTOMH04,12/6/2021,Comprehensive,March
20836, Maruti Ertiga ZDI SHVS,940000,4.9,mumbai,11181,2017,First ,Diesel,MANUAL,RTOMH04,,Expired,May
20837, Jeep Compass LIMITED (O) .,1600000,4.8,mumbai,22803,2018,First ,Diesel,,RTOMH04,27/2/2021,ZeroDepreciation,January
20838, Maruti Swift VDI,500000,4.2,mumbai,66282,2014,First ,Diesel,MANUAL,RTOMH02,28/8/2021,Comprehensive,April
20839, Fiat Palio . ELX,36000,2.7,mumbai,36550,2004,First ,Petrol,MANUAL,RTOMH01,19/12/2020,Comprehensive,December
20840, Ford Figo . ZXI DURATORQ ,175000,4,mumbai,92381,2011,Second ,Diesel,MANUAL,RTOMH43,28/12/2020,Third_party,February
20841, Mahindra SUPRO LX  STR,570000,4.4,mumbai,19776,2019,First ,Diesel,MANUAL,RTOMH02,,Expired,May
20842, Maruti Ciaz ZXI,550000,4.4,mumbai,56658,2015,First ,Petrol,MANUAL,RTOMH47,4/11/2020,Comprehensive,August
20843, Skoda Octavia ELEGANCE . TDI,80000,2.7,mumbai,128805,2003,Fourth ,Diesel,MANUAL,RTOMH02,17/2/2021,Third_party,March
20844, Honda Jazz . V AT,828000,4.8,mumbai,5468,2016,First ,Petrol,AUTOMATIC,RTOMH02,25/1/2021,ZeroDepreciation,November
20845, Maruti Ciaz ZXI,599569,4.6,mumbai,45083,2017,First ,Petrol,MANUAL,RTOMH04,8/1/2021,Third_party,January
20846, Hyundai Santro GLS II EURO II,45000,3.9,mumbai,93625,2001,First ,Petrol,MANUAL,RTOMH04,17/8/2021,Comprehensive,November
20847, Toyota Innova Crysta . VX  STR,1693000,4.8,mumbai,21139,2018,First ,Diesel,MANUAL,RTOGJ15,6/8/2021,Comprehensive,July
20848, Maruti Vitara Brezza ZDI PLUS,1048000,4.5,mumbai,9909,2019,First ,Diesel,MANUAL,RTOMH03,21/9/2021,Comprehensive,January
20849, Maruti Swift VXI,443000,4.2,mumbai,41766,2012,First ,Petrol,MANUAL,RTOMH02,4/3/2021,Third_party,February
20850, Toyota Corolla Altis . G,375000,3.6,mumbai,68702,2011,Second ,Petrol,,RTOMH02,29/11/2020,Third_party,April
20851, Mercedes Benz CLA Class CLA  SPORT,2700000,4.9,mumbai,17667,2017,First ,Petrol,MANUAL,RTOMH01,16/8/2021,Comprehensive,July
20852, Jeep Compass . SPORT,1300000,4.4,mumbai,25497,2017,First ,Diesel,MANUAL,RTOMH47,19/8/2021,ZeroDepreciation,July
20853, Honda City V MT PETROL,330000,4.2,mumbai,84087,2011,Second ,Petrol + CNG,MANUAL,RTOMH01,,Expired,January
20854, Renault Kwid . RXT,325000,4.2,mumbai,28579,2017,First ,Petrol,MANUAL,RTOMH48,,Expired,September
20855, Chevrolet Sail UVA . LT ABS,173000,4.2,mumbai,69040,2012,Second ,Petrol,MANUAL,RTOMH09,7/1/2021,Comprehensive,October
20856, Skoda Rapid . MPI MT STYLE PLUS,600000,4.6,mumbai,29120,2015,First ,Petrol,MANUAL,RTOMH03,19/12/2020,ZeroDepreciation,August
20857, Maruti Ertiga VXI CNG,680000,4.2,mumbai,52307,2017,First ,Petrol + CNG,MANUAL,RTOMH43,8/9/2021,Comprehensive,March
20858, Maruti Wagon R VXI MINOR,120000,3.4,mumbai,102630,2008,Fourth ,Petrol,MANUAL,RTOMH05,,Expired,June
20859, Maruti Wagon R . LXI,200000,3.2,mumbai,78753,2010,Second ,Petrol + CNG,MANUAL,RTOMH06,25/12/2020,Third_party,November
20860, Audi A . TDI,825000,3.8,mumbai,28318,2011,Second ,Diesel,AUTOMATIC,RTOMH02,19/10/2020,Comprehensive,July
20861, Maruti Wagon R . LXI CNG,347000,4.6,mumbai,34423,2016,Third ,Petrol + CNG,MANUAL,RTOHR17,18/11/2020,Comprehensive,July
20862, Nissan Terrano XE  PS DEISEL,902500,4.8,mumbai,16216,2018,First ,Diesel,MANUAL,RTOMH04,,Expired,May
20863, Maruti Dzire ZXI Plus AMT,700000,4.5,mumbai,23827,2017,First ,Petrol,AUTOMATIC,RTOMH47,25/6/2021,Comprehensive,August
20864, Maruti Ciaz ALPHA . VVT ,715000,4.7,mumbai,22838,2017,First ,Petrol,MANUAL,RTOMH43,15/7/2021,ZeroDepreciation,July
20865, BMW X SDRIVE D,3900000,4.9,mumbai,1072,2019,First ,Diesel,AUTOMATIC,RTOMH01,27/11/2020,ZeroDepreciation,January
20866, Honda Brio . S MT I VTEC,241000,4,mumbai,83453,2014,Second ,Petrol,MANUAL,RTOMH02,,Expired,April
20867, Maruti Ertiga VXI,775000,4.1,mumbai,63850,2018,First ,Petrol + CNG,MANUAL,RTOMH05,2/12/2021,Third_party,September
20868, Mercedes Benz CLA Class CLA  CDI SPORT,2900000,4.9,mumbai,12012,2018,First ,Diesel,MANUAL,RTOMH01,12/5/2021,ZeroDepreciation,March
20869, Maruti Baleno RS . PETROL,700000,4.6,mumbai,25102,2017,First ,Petrol,,RTOMH04,12/12/2020,ZeroDepreciation,September
20870, BMW X SDRIVE D X LINE,2700000,4.7,mumbai,5623,2017,First ,Diesel,AUTOMATIC,RTOMH04,26/5/2020,ZeroDepreciation,March
20871, Volkswagen Vento HIGHLINE DIESEL,450000,4.1,mumbai,90172,2015,First ,Diesel,MANUAL,RTOMH04,,Expired,June
20872, Maruti Zen Estilo LXI,81900,3.8,mumbai,88340,2007,Second ,Petrol,MANUAL,RTOMH43,23/2/2021,Third_party,October
20873, Mahindra Renault Logan DLS . DCI,108622,4.2,mumbai,109148,2007,First ,Diesel,MANUAL,RTOMH06,22/10/2021,Third_party,July
20874, Nissan Terrano XE  PS DEISEL,800000,4.8,mumbai,18932,2018,First ,Diesel,MANUAL,RTOMH04,1/6/2021,ZeroDepreciation,May
20875, Maruti XL ALPHA AT SHVS,1100000,5,mumbai,7741,2019,First ,Petrol,,RTOMH47,7/11/2022,ZeroDepreciation,October
20876, Maruti Wagon R . LXI CNG,290000,4.3,mumbai,71877,2014,Second ,Petrol + CNG,MANUAL,RTOMH46,,Expired,December
20877, Honda City SV MT PETROL,435303,4.2,mumbai,84696,2014,First ,Petrol,MANUAL,RTOMH04,,Expired,July
20878, Maruti Swift VXI . ABS,181000,4.3,mumbai,48197,2008,Second ,Petrol,,RTOMH01,8/3/2021,Comprehensive,February
20879, Nissan Micra XL DIESEL,180000,3.6,mumbai,100378,2011,Second ,Diesel,MANUAL,RTOMH04,23/10/2021,Comprehensive,June
20880, Hyundai Grand i ASTA . (O) VTVT,375000,4,mumbai,45369,2014,First ,Petrol,MANUAL,RTOMH02,20/3/2021,ZeroDepreciation,January
20881, Maruti Eeco  STR CNG WITH AC PLUSHTR,540000,4.7,mumbai,22752,2019,First ,Petrol + CNG,MANUAL,RTOMH03,,Expired,June
20882, Mercedes Benz C Class  K ELEGANCE AT,722000,4.8,mumbai,40991,2009,Second ,Petrol,AUTOMATIC,RTOMH02,15/7/2021,Comprehensive,April
20883, Maruti Celerio X Zxi,385847,4.3,mumbai,39552,2018,First ,Petrol,MANUAL,RTOMH01,,Expired,March
20884, Maruti Wagon R . LXI,400000,4.4,mumbai,36092,2015,Second ,Petrol,MANUAL,RTOMH12,14/11/2021,Third_party,September
20885, Mahindra XUV W (O) AT,1877000,4.9,mumbai,24995,2018,First ,Diesel,MANUAL,RTOMH47,28/5/2021,ZeroDepreciation,May
20886, Hyundai Creta . S PLUS,800000,4,mumbai,86613,2015,First ,Diesel,MANUAL,RTOMH48,3/11/2021,Comprehensive,October
20887, Ford Ecosport . TITANIUMTDCI OPT,580000,4,mumbai,57021,2014,Second ,Diesel,MANUAL,RTOMH05,,Expired,September
20888, Nissan Sunny XV DIESEL,280000,3.8,mumbai,46964,2012,Second ,Diesel,MANUAL,RTOMH43,,Expired,July
20889, Ford Figo . ZXI DURATORQ ,200000,3.9,mumbai,83979,2012,First ,Diesel,MANUAL,RTOMH03,1/6/2021,Comprehensive,February
20890, Hyundai Verna . SX (O) AT CRDI,1200000,4.9,mumbai,17032,2019,First ,Diesel,,RTOMH04,19/2/2021,ZeroDepreciation,February
20891, Mahindra Scorpio LX BS IV,625000,4,mumbai,28832,2012,First ,Diesel,MANUAL,RTOMH04,,Expired,October
20892, Skoda Superb ELEGANCE TDI . AT,341000,4,mumbai,96664,2011,First ,Diesel,,RTOMH43,,Expired,August
20893, Mahindra Xylo E BS IV,600000,4.6,mumbai,36484,2014,First ,Diesel,MANUAL,RTOMH02,28/7/2021,ZeroDepreciation,March
20894, Tata Indigo CS GLX,84000,3.8,mumbai,73002,2009,Second ,Petrol,MANUAL,RTOMH01,13/3/2021,Third_party,November
20895, Skoda Rapid ELEGANCE . MPFI MT,275000,3.9,mumbai,62032,2011,Second ,Petrol,MANUAL,RTOMH01,6/12/2020,Comprehensive,November
20896, Honda City ZX GXI,250000,4.3,mumbai,46833,2006,First ,Petrol,MANUAL,RTOMH01,7/9/2021,Comprehensive,March
20897, Toyota Innova Crysta . VX  STR,1440000,4.5,mumbai,73575,2016,Second ,Diesel,MANUAL,RTOMH05,,Expired,August
20898, Hyundai Verna FLUIDIC . EX VTVT,403750,4.3,mumbai,62955,2012,First ,Petrol,MANUAL,RTODL10,3/2/2021,Comprehensive,November
20899, Mahindra XUV OO W PETROL MT,850000,4.9,mumbai,33363,2018,Second ,Petrol,,RTOMH14,22/10/2022,ZeroDepreciation,December
20900, Honda City . GXI,146000,4.2,mumbai,105971,2007,First ,Petrol + CNG,MANUAL,RTOMH04,26/1/2021,Comprehensive,July
20901, Volkswagen Polo TRENDLINE .L DIESEL,270000,4.2,mumbai,81673,2011,First ,Diesel,MANUAL,RTOMH48,26/10/2021,Comprehensive,October
20902, Hyundai Creta . SX PLUS PETROL,1150000,4.6,mumbai,10302,2017,First ,Petrol,MANUAL,RTOMH47,25/6/2021,ZeroDepreciation,March
20903, Maruti Ciaz VDI+ SHVS,700000,4.6,mumbai,43315,2016,Second ,Diesel,MANUAL,RTOMH43,,Expired,October
20904, Ford Figo . TITANIUM DURATORQ,200000,3.4,mumbai,87325,2011,First ,Diesel,MANUAL,RTOMH02,,Expired,February
20905, Hyundai Xcent S .,400000,4.4,mumbai,56256,2014,First ,Petrol,MANUAL,RTOMH04,6/10/2021,ZeroDepreciation,August
20906, Hyundai Verna . SX VTVT (O),1000000,4.6,mumbai,4392,2018,First ,Petrol,MANUAL,RTOMH01,18/12/2021,Comprehensive,November
20907, Volkswagen Vento HIGHLINE PETROL,395000,4.4,mumbai,60908,2011,First ,Petrol,MANUAL,RTOMH46,5/1/2021,Comprehensive,April
20908, Hyundai Eon ERA PLUS LPG,270000,3.8,mumbai,52403,2016,First ,Petrol + LPG,MANUAL,RTOMH04,22/9/2021,Comprehensive,June
20909, Honda Civic ZX CVT PETROL,1989000,4.9,mumbai,8202,2019,First ,Petrol,,RTOMH03,8/7/2021,ZeroDepreciation,May
20910, Maruti A Star LXI,120000,4,mumbai,94176,2008,Second ,Petrol,MANUAL,RTOMH02,,Expired,December
20911, Hyundai Verna FLUIDIC . CRDI SX OPT AT,650000,4.3,mumbai,62698,2015,First ,Diesel,AUTOMATIC,RTOMH02,20/5/2021,Comprehensive,January
20912, Toyota Innova . V  STR,600000,4,mumbai,94013,2011,Second ,Diesel,MANUAL,RTOMH01,,Expired,May
20913, Ford FREESTYLE TITANIUM . TI-VCT MT,700000,4.8,mumbai,17790,2018,First ,Petrol,,RTOMH06,6/11/2020,ZeroDepreciation,September
20914, Ford Figo Aspire . TITANIUM AT PETROL,720000,4.8,mumbai,13312,2018,First ,Petrol,AUTOMATIC,RTOMH01,31/3/2021,Comprehensive,February
20915, Maruti Alto  LXI CNG,215000,4.5,mumbai,58613,2013,Second ,Petrol + CNG,MANUAL,RTOMH43,7/1/2021,Comprehensive,June
20916, Maruti Ciaz ZDI+ SHVS,850000,4.2,mumbai,27868,2017,First ,Diesel,MANUAL,RTOMH04,7/3/2021,ZeroDepreciation,February
20917, Mercedes Benz E Class E  CDI AVANTGARDE,1900000,4.7,mumbai,28392,2015,First ,Diesel,MANUAL,RTOGJ37,5/2/2021,ZeroDepreciation,April
20918, Maruti Wagon R . LXI CNG,430000,4.6,mumbai,35969,2017,Second ,Petrol + CNG,MANUAL,RTOMH04,,Expired,September
20919, Tata Tiago XZ . REVOTRON,450000,4.8,mumbai,30735,2017,First ,Petrol,MANUAL,RTOMH02,,Expired,May
20920, Ford Ecosport .TITANIUM TDCI,955000,5,mumbai,6721,2018,First ,Diesel,MANUAL,RTOMH47,16/1/2021,ZeroDepreciation,January
20921, Skoda Superb ELEGANCE . TSI AT,300000,3.7,mumbai,82408,2009,Second ,Petrol,AUTOMATIC,RTOMH01,,Expired,November
20922, Maruti Ritz VXI BS IV,210000,3.8,mumbai,78831,2010,First ,Petrol,MANUAL,RTOMH02,21/3/2021,Comprehensive,March
20923, Ford Ecosport . TITANIUM PLUS TI VCT AT,880000,4.6,mumbai,26682,2018,First ,Petrol,,RTOMH04,18/3/2021,Comprehensive,February
20924, Audi A  TDI S LINE,2193000,4.7,mumbai,26520,2015,First ,Diesel,AUTOMATIC,RTOMH02,4/3/2021,Comprehensive,October
20925, Maruti Alto  LXI,200000,3.9,mumbai,69384,2014,First ,Petrol,MANUAL,RTOMH43,8/5/2021,Comprehensive,March
20926, Tata NEXON XZ+ . ,860000,4.3,mumbai,49866,2018,First ,Diesel,MANUAL,RTOMH43,31/8/2021,Comprehensive,July
20927, Toyota Innova Crysta . GX  STR,1560000,4.7,mumbai,45036,2018,First ,Diesel,MANUAL,RTOMH47,7/6/2021,ZeroDepreciation,May
20928, Maruti Zen Estilo LXI,80000,3.2,mumbai,76095,2007,Second ,Petrol,MANUAL,RTOMH04,,Expired,May
20929, Maruti Swift VXI,325000,4.4,mumbai,93299,2013,First ,Petrol,MANUAL,RTOMH46,28/4/2021,Comprehensive,April
20930, Skoda Fabia ELEGANCE . MPI,140000,3.8,mumbai,72555,2008,First ,Petrol,MANUAL,RTOAP09,8/9/2021,Comprehensive,October
20931, Tata Indigo LS TDI BS III,90000,3.8,mumbai,92268,2008,Third ,Diesel,MANUAL,RTOMH04,,Expired,November
20932, Hyundai Santro Xing XO ERLX EURO III,60000,3.4,mumbai,146685,2006,Third ,Petrol + CNG,MANUAL,RTOMH01,3/2/2021,Third_party,January
20933, Skoda Superb . TSI STYLE AT,2520000,4.9,mumbai,14043,2018,First ,Petrol,AUTOMATIC,RTOMH03,16/12/2020,ZeroDepreciation,November
20934, Maruti Swift VXI .,190000,3.5,mumbai,63155,2008,Second ,Petrol,MANUAL,RTOMH02,,Expired,September
20935, Volkswagen Polo GT TSI . PETROL AT,510000,4.4,mumbai,67438,2014,First ,Petrol,AUTOMATIC,RTOMH04,3/4/2021,Comprehensive,October
20936, Maruti Swift Dzire VXI,230000,3.7,mumbai,101957,2010,Second ,Petrol,MANUAL,RTOMH05,,Expired,November
20937, Mahindra TUV  PLUS P,1150000,4.7,mumbai,26704,2018,First ,Diesel,,RTOMH03,1/1/2022,Third_party,September
20938, Toyota Innova . GX  STR BS IV,750000,4.6,mumbai,86171,2014,Second ,Diesel,MANUAL,RTODL2C,,Expired,November
20939, Maruti Ciaz Alpha . MT,1050000,4.8,mumbai,24054,2019,First ,Diesel,,RTOMH03,21/12/2020,Comprehensive,May
20940, Honda Jazz VX  .,690000,4.5,mumbai,15188,2016,First ,Petrol,MANUAL,RTOMH05,12/3/2021,Comprehensive,March
20941, Maruti Alto K VXI ,150000,3.8,mumbai,113055,2010,First ,Petrol,MANUAL,RTOMH03,24/11/2021,Third_party,October
20942, Maruti Swift VDI,420000,4,mumbai,83582,2014,Second ,Diesel,MANUAL,RTOMH43,,Expired,April
20943, Honda City V MT PETROL,1000000,4.5,mumbai,26605,2016,First ,Petrol,MANUAL,RTOMH46,24/8/2021,ZeroDepreciation,August
20944, Hyundai Creta . VTVT SX AUTO,1383000,4.9,mumbai,21172,2019,First ,Petrol,AUTOMATIC,RTOMH01,23/8/2021,ZeroDepreciation,July
20945, Honda Jazz . VX AT ,900000,4.8,mumbai,10871,2018,First ,Petrol,,RTOMH43,23/10/2020,ZeroDepreciation,September
20946, Hyundai i ERA . ,199000,3.7,mumbai,72491,2010,Second ,Petrol,MANUAL,RTOMH01,20/8/2021,Third_party,April
20947, Volkswagen Ameo HIGHLINE  PLUS .,710000,4.9,mumbai,4866,2017,First ,Petrol,MANUAL,RTOMH03,2/1/2021,Comprehensive,November
20948, Hyundai Creta . VTVT SX AUTO,1300000,4.3,mumbai,26009,2018,First ,Petrol,AUTOMATIC,RTOMH03,,Expired,September
20949, Toyota Innova . G  STR,377794,3.8,mumbai,114225,2007,First ,Diesel,MANUAL,RTOMH01,26/8/2021,Comprehensive,August
20950, Maruti Swift VXI,625000,4.5,mumbai,21068,2014,First ,Petrol,MANUAL,RTOMH05,21/7/2021,Comprehensive,March
20951, Hyundai i MAGNA .,150000,3.6,mumbai,73568,2009,First ,Petrol,MANUAL,RTOMH06,8/3/2021,Third_party,February
20952, Toyota Corolla HE . J,180000,3.5,mumbai,105543,2007,Second ,Petrol,MANUAL,RTOMH43,,Expired,April
20953, Mahindra XUV W X,869296,4.5,mumbai,36282,2016,First ,Diesel,MANUAL,RTOMH46,21/12/2020,ZeroDepreciation,November
20954, Toyota Corolla Altis  VL AT,1150000,4.7,mumbai,30258,2016,First ,Petrol,AUTOMATIC,RTOMH43,29/12/2020,Comprehensive,November
20955, Maruti Alto  LXI CNG,244720,4.4,mumbai,59966,2016,First ,Petrol + CNG,MANUAL,RTOMH46,,Expired,June
20956, Hyundai Santro Xing XO ERLX EURO III,60000,3.4,mumbai,172584,2006,First ,Petrol,MANUAL,RTOMH02,,Expired,November
20957, Hyundai i MAGNA O .,200000,4,mumbai,118934,2010,First ,Petrol,MANUAL,RTOMH02,16/10/2021,Comprehensive,July
20958, Hyundai i MAGNA O .,240000,4,mumbai,67850,2010,Second ,Petrol,MANUAL,RTOMH02,,Expired,November
20959, Mahindra Scorpio SLE BS IV,310000,3.4,mumbai,160447,2011,Second ,Diesel,MANUAL,RTOMH02,29/10/2020,Comprehensive,October
20960, Toyota Corolla Altis  VL AT,975308,4.2,mumbai,16053,2015,First ,Petrol,AUTOMATIC,RTOMH02,28/12/2021,Comprehensive,December
20961, Renault Scala RXZ,240000,4,mumbai,92632,2013,First ,Diesel,MANUAL,RTOMH04,,Expired,January
20962, Hyundai Elite i . CRDI ASTA (O),900000,4.5,mumbai,32871,2018,First ,Diesel,MANUAL,RTOMH20,27/2/2021,ZeroDepreciation,January
20963, Toyota Innova . V,250000,4.2,mumbai,116748,2006,Second ,Petrol + CNG,MANUAL,RTOMH02,,Expired,March
20964, Honda Jazz . BASE I VTEC,180000,3.8,mumbai,56057,2009,Third ,Petrol,MANUAL,RTOMH04,24/9/2021,Third_party,December
20965, Honda City SV MT DIESEL,575000,3.9,mumbai,78013,2015,First ,Diesel,MANUAL,RTOMH04,10/5/2021,Comprehensive,January
20966, Maruti SX ZXI,112930,3.8,mumbai,139089,2007,Second ,Petrol,MANUAL,RTOMH05,,Expired,March
20967, Maruti Zen Estilo VXI,150000,4.3,mumbai,69794,2010,Second ,Petrol,MANUAL,RTOMH04,11/1/2021,Comprehensive,September
20968, Skoda Laura AMBITION . TDI CR AT,360000,4.2,mumbai,84563,2011,Second ,Diesel,AUTOMATIC,RTOMH48,17/12/2020,Comprehensive,September
20969, Maruti Swift Dzire VXI . BS IV,450000,4.1,mumbai,41841,2013,First ,Petrol,MANUAL,RTOMH48,12/2/2021,Comprehensive,February
20970, Honda City ZX GXI,190000,3.5,mumbai,80894,2008,Third ,Petrol,MANUAL,RTOMH01,15/9/2021,Third_party,April
20971, Honda City S MT DIESEL,530000,4,mumbai,63291,2014,First ,Diesel,MANUAL,RTOMH01,31/3/2021,ZeroDepreciation,January
20972, Fiat Grand Punto EMOTION .,115000,3.8,mumbai,70000,2010,First ,Petrol,MANUAL,RTOMH04,12/6/2021,Comprehensive,February
20973, Hyundai Verna XI,130000,3.9,mumbai,71810,2006,Second ,Petrol,MANUAL,RTOMH01,,Expired,October
20974, Mercedes Benz C Class  CGI AT CLASSIC,1100000,4.5,mumbai,30595,2010,First ,Petrol,,RTOMH02,25/7/2021,Comprehensive,April
20975, Ford Figo Aspire . TREND DIESEL,450000,4.4,mumbai,85348,2016,First ,Diesel,MANUAL,RTOMH20,20/12/2020,ZeroDepreciation,November
20976, Maruti Swift Dzire VDI BS IV,450000,3.9,mumbai,91089,2012,First ,Diesel,MANUAL,RTOMH01,,Expired,February
20977, Honda City ZX . EXI,125000,3.8,mumbai,65938,2007,Second ,Petrol,,RTOMH04,12/1/2021,Third_party,May
20978, Mahindra XUV W FWD,500000,3.7,mumbai,79203,2012,Second ,Diesel,MANUAL,RTOMH02,,Expired,April
20979, Skoda Fabia ELEGANCE . MPI,120000,3.4,mumbai,89517,2009,Third ,Petrol,MANUAL,RTOMH43,4/2/2021,Third_party,June
20980, Chevrolet Spark LS .,87500,3.3,mumbai,85274,2009,Second ,Petrol + CNG,MANUAL,RTOMH06,,Expired,July
20981, BMW X SDRIVE D X LINE,2900000,4.8,mumbai,13585,2017,First ,Diesel,AUTOMATIC,RTOMH04,9/1/2021,ZeroDepreciation,June
20982, Hyundai i SPORTZ . AT KAPPA,340000,3.9,mumbai,43576,2013,Second ,Petrol,AUTOMATIC,RTOMH03,13/9/2021,Comprehensive,August
20983, Honda CRV . AT,299250,4,mumbai,73686,2008,Second ,Petrol + CNG,AUTOMATIC,RTOMH04,,Expired,March
20984, Honda City VX CVT PETROL,815000,4.2,mumbai,33338,2015,First ,Petrol,AUTOMATIC,RTOMH01,7/3/2021,Comprehensive,October
20985, Honda City S MT PETROL,275000,3.7,mumbai,78556,2009,First ,Petrol,MANUAL,RTOMH43,20/4/2021,Comprehensive,April
20986, Ford Figo . EXI DURATEC,200000,3.7,mumbai,65347,2011,Second ,Petrol,MANUAL,RTOMH02,18/2/2021,Third_party,April
20987, Honda City SV MT PETROL,485000,4.3,mumbai,82881,2015,Second ,Petrol,MANUAL,RTOMH03,,Expired,May
